vmag,ra,de,pmRa,pmDe,sRgbR,sRgbG,sRgbB
5.55,1.190444,64.20278,0.04,-0.013,0.792227,0.9940051,1.678416
4.33,1.185056,55.14972,0.229,-0.022,0.8838352,0.9951422,1.396449
6.06,1.169861,15.67417,0.031,-0.021,1.59301,0.8862817,0.3828574
5.57,1.194833,65.01889,0.023,-0.016,0.7853289,0.9936404,1.702421
6.4,1.17,-8.906111,-0.013,-0.036,1.325317,0.9415493,0.6245921
5.95,1.176,2.445556,0,-0.015,1.605082,0.8835657,0.3741778
5.81,1.186194,37.72417,-0.012,-0.007,0.781925,0.9934445,1.714426
5.16,1.185222,31.42472,-0.011,-0.014,0.9091193,0.9943857,1.329262
6.41,1.168722,-57.69444,-0.006,-0.121,1.239485,0.9568162,0.7264869
4.66,1.190889,21.03472,0.038,-0.011,1.319505,0.9426305,0.6310211
4.51,1.194333,30.08972,0.072,-0.035,1.354547,0.9360177,0.5931965
5.94,1.195417,-2.251111,-0.062,-0.026,1.538936,0.8982318,0.4238772
6.41,1.219417,61.70583,0.033,-0.021,0.8209915,0.9950778,1.582768
6.11,1.209444,45.33778,0.021,0.026,1.68409,0.8653929,0.3213205
6.19,1.216528,30.06417,0.02,-0.034,1.302141,0.9458218,0.6506131
6.26,1.275194,79.91,-0.055,0.059,0.9949045,0.9890186,1.129132
6.52,1.2065,-30.80222,0.061,-0.077,1.023699,0.9863767,1.070307
5.92,1.212611,-37.85639,0.09,-0.034,0.9308688,0.9934145,1.274651
4.65,1.229139,24.58361,0.017,-0.023,1.325317,0.9415493,0.6245921
5.24,1.228861,7.575278,0.144,-0.056,0.9487008,0.9924115,1.231931
6.3,1.22925,7.578333,0.147,-0.052,1.028574,0.9858926,1.060716
6.43,1.234722,28.52972,0.079,-0.049,1.720887,0.8567117,0.2988666
5.98,1.235444,16.13361,-0.027,-0.026,0.788763,0.9938273,1.690417
7.83,1.270028,71.74389,0.006,0.004,1.17863,0.9666066,0.8090019
5.13,1.24,-7.923056,0.127,0.273,1.014014,0.9873076,1.089673
6.03,1.245111,6.995278,-0.011,-0.024,1.348679,0.9371404,0.5993768
5.7,1.247,-0.9738889,-0.012,0.201,0.9949045,0.9890186,1.129132
6.61,1.273472,48.08222,0.01,0.001,0.799244,0.9943325,1.65443
4.96,1.253083,-45.53139,0.669,0.183,1.073387,0.9809783,0.977142
6.02,1.271889,33.11472,0.016,-0.033,1.389962,0.9291172,0.5571284
6.34,1.28475,44.90194,0.014,-0.045,1.302141,0.9458218,0.6506131
5.41,1.27675,-2.500278,-0.104,-0.063,1.24511,0.9558647,0.7193206
6.73,1.290028,31.74472,-0.052,0.003,1.302141,0.9458218,0.6506131
6.31,1.33875,77.57056,-0.018,0.086,1.256405,0.9539321,0.7051516
6.25,1.302833,47.41972,0.018,-0.002,1.509061,0.9046737,0.4481333
4.86,1.262806,-68.87611,0.399,0.107,1.018846,0.9868484,1.07996
5.16,1.296667,3.614444,-0.046,-0.025,0.843752,0.9954435,1.511886
6.46,1.313056,37.38611,-0.011,-0.014,0.9091193,0.9943857,1.329262
6.24,1.284333,-66.39806,0.044,0.002,0.836055,0.9953655,1.535403
6.38,1.366417,76.23889,0.063,-0.032,0.9308688,0.9934145,1.274651
4.98,1.334694,58.23167,0,-0.002,1.12508,0.9743699,0.8900779
4.76,1.324444,27.26417,0.025,-0.013,0.8284677,0.9952433,1.559035
6.34,1.351444,64.65833,0.057,-0.019,0.8515572,0.9954764,1.488497
5.87,1.330083,-0.5088889,0.012,-0.014,1.104171,0.9771553,0.9241761
6.07,1.396333,78.72583,-0.009,-0.003,0.9808048,0.9901694,1.159356
6.23,1.342917,-3.246944,-0.013,0.006,1.313705,0.943703,0.6375007
6.15,1.341056,-11.23889,-0.047,-0.074,1.366313,0.9337484,0.580982
5.23,1.352056,28.73806,0.027,-0.078,1.532952,0.8995316,0.4286416
4.88,1.372333,45.52889,0.032,0.009,1.348679,0.9371404,0.5993768
6.45,1.389333,58.14306,0.139,-0.094,1.302141,0.9458218,0.6506131
6.2,1.376944,1.726389,0.066,-0.048,1.611126,0.8821995,0.369895
6.49,1.376333,-0.4497222,0.023,-0.014,1.348679,0.9371404,0.5993768
6.35,1.375139,-19.08139,-0.056,-0.071,1.023699,0.9863767,1.070307
5.58,1.394611,37.715,0.083,-0.022,0.9220961,0.9938405,1.296338
6.29,1.39375,34.24583,0.229,0.116,1.206051,0.962313,0.7706477
5.97,1.39025,20.46889,-0.009,-0.007,1.727041,0.8552473,0.295236
6.49,1.429583,70.98,0.016,-0.013,1.302141,0.9458218,0.6506131
4.74,1.432222,68.13,0.074,0.026,1.331141,0.9404596,0.6182135
5.84,1.391944,-30.94556,-0.012,-0.046,1.665772,0.869665,0.3329922
6.21,1.400694,-8.0075,0.174,-0.07,0.9091193,0.9943857,1.329262
3.6,1.400389,-8.183333,-0.079,-0.218,1.336976,0.9393615,0.611885
2.68,1.430278,60.23528,0.297,-0.051,0.8674873,0.9954039,1.442151
5.91,1.405722,-6.914722,0.042,0.003,0.9901823,0.9894148,1.139147
6.14,1.411056,-15.66028,0.012,-0.005,1.250751,0.9549033,0.7122089
6.15,1.413528,-2.848611,0.013,-0.03,1.279166,0.9499515,0.6774598
6.18,1.426583,23.51167,0.032,-0.021,0.9996489,0.9886097,1.119177
5.42,1.411333,-41.4925,0.022,-0.038,1.325317,0.9415493,0.6245921
5.96,1.4385,43.45778,0.103,-0.06,1.028574,0.9858926,1.060716
6.31,1.43575,34.57972,0.23,-0.087,1.018846,0.9868484,1.07996
6.26,1.411639,-44.52833,-0.009,-0.018,1.384036,0.9302863,0.5630207
4.9,1.427,-14.59889,0.039,-0.018,1.437773,0.9195387,0.5110475
5.38,1.437583,19.17222,-0.024,0.01,0.9808048,0.9901694,1.159356
5.5,1.444917,19.24028,0.05,-0.061,1.366313,0.9337484,0.580982
6.27,1.451722,34.3775,0.154,-0.011,1.014014,0.9873076,1.089673
6.41,1.440917,-0.3986111,0.044,-0.001,1.443694,0.9183328,0.5055358
4.83,1.460944,45.40667,0.351,-0.107,0.9949045,0.9890186,1.129132
6.46,1.457389,41.10056,0.003,-0.001,0.9264704,0.9936338,1.285468
6.58,1.448194,3.535278,0.004,-0.035,0.8027965,0.9944818,1.64245
5.93,1.418139,-64.36944,0.023,-0.019,1.635357,0.8766814,0.3531348
5.66,1.447667,-13.05667,0.016,0.009,0.9623215,0.9915266,1.200481
6.6,1.463056,40.33556,0.015,-0.019,0.8027965,0.9944818,1.64245
2.02,2.530194,89.26417,0.038,-0.015,1.08357,0.9797518,0.959243
6.13,1.462944,-10.90167,0.18,0.019,1.491187,0.9084697,0.4632215
6.2,1.473028,7.961389,0.112,-0.003,1.372211,0.932602,0.5749471
5.81,1.5205,70.26472,0.137,-0.077,1.018846,0.9868484,1.07996
6.14,1.514528,66.09806,0.084,-0.01,0.8476411,0.9954656,1.500175
3.41,1.47275,-43.31833,-0.014,-0.209,1.641429,0.8752886,0.3490357
5.27,1.501722,47.00722,0.008,-0.044,1.302141,0.9458218,0.6506131
6.58,1.478694,-33.76361,-0.055,-0.025,0.9397373,0.9929382,1.253181
6.02,1.498028,18.35556,0.063,-0.003,0.8715355,0.9953564,1.430662
5.12,1.493361,-21.62944,0.056,0.006,0.8247156,0.9951659,1.57089
4.84,1.503083,6.143889,0.294,-0.048,1.520997,0.9021141,0.4382997
6.31,1.491778,-46.75639,-0.012,0.013,1.696332,0.8625193,0.3137062
5.93,1.506361,-26.20778,0.045,0.002,1.503099,0.9059449,0.4531172
3.62,1.524722,15.34583,0.028,-0.006,1.28489,0.9489328,0.6706696
6.39,1.535444,34.8,-0.008,-0.002,0.7752084,0.9930265,1.738424
5.7,1.557167,58.3275,0.011,0.002,1.611126,0.8821995,0.369895
3.95,1.520861,-49.07278,0.142,0.151,1.296378,0.9468679,0.6572466
5.82,1.528694,-30.28333,0.009,-0.067,1.348679,0.9371404,0.5993768
4.71,1.565528,59.23194,-0.037,-0.021,1.302141,0.9458218,0.6506131
6.17,1.527528,-45.57556,0,0.006,0.8398899,0.9954101,1.523629
6.59,1.550972,-9.014722,0.029,0.003,0.8027965,0.9944818,1.64245
5.51,1.548889,-36.86528,0.002,-0.023,1.313705,0.943703,0.6375007
5.88,1.571278,37.23722,0.009,-0.015,0.792227,0.9940051,1.678416
6.28,1.543417,-49.72778,-0.03,-0.077,1.014014,0.9873076,1.089673
5.76,1.561917,-7.025278,0.18,-0.081,1.104171,0.9771553,0.9241761
6.58,1.622917,74.30083,0.027,-0.009,0.8284677,0.9952433,1.559035
5.89,1.580306,18.46056,0.033,-0.069,1.611126,0.8821995,0.369895
5.63,1.577167,-15.67611,0.096,0.003,0.843752,0.9954435,1.511886
6.38,1.597917,41.07639,0.139,-0.002,1.366313,0.9337484,0.580982
6.12,1.58075,-31.89222,-0.077,-0.036,1.366313,0.9337484,0.580982
5.92,1.607556,48.72278,-0.012,-0.017,1.42594,0.9219321,0.5222255
6.22,1.596222,14.66139,0.004,-0.011,0.8027965,0.9944818,1.64245
5.28,1.641917,73.04,-0.013,-0.015,1.279166,0.9499515,0.6774598
5.8,1.598556,17.43361,0.152,0.01,1.302141,0.9458218,0.6506131
4.09,1.613278,41.40556,-0.171,-0.382,1.053264,0.9832854,1.013674
5.42,1.599722,-15.40028,0.023,0.011,1.42594,0.9219321,0.5222255
6.01,1.587556,-58.13944,0.277,-0.035,0.9761498,0.9905277,1.16955
5.56,1.635444,57.9775,0.007,-0.006,1.526972,0.9008257,0.4334489
5.69,1.602333,-29.9075,0.1,0.04,0.9532177,0.9921292,1.221391
5.57,1.618306,12.14167,-0.066,0.043,0.9623215,0.9915266,1.200481
3.57,1.633222,48.62833,0.065,-0.113,1.467412,0.9134489,0.4839908
6.36,1.642139,45.4,-0.034,0.014,0.8322476,0.9953098,1.547205
6.24,1.627139,-9.403889,0.259,0.093,1.048284,0.9838315,1.02296
6.11,1.560889,-78.50472,-0.034,-0.136,1.28489,0.9489328,0.6706696
6.18,1.612444,-58.27083,0.022,0.003,1.665772,0.869665,0.3329922
4.98,1.655833,44.38611,-0.022,0.012,1.239485,0.9568162,0.7264869
6.39,1.670306,53.86833,-0.011,-0.002,1.665772,0.869665,0.3329922
5.94,1.640944,-36.52833,-0.018,-0.128,1.331141,0.9404596,0.6182135
0.46,1.628583,-57.23667,0.095,-0.035,0.7621466,0.9920915,1.786308
5.58,1.647722,-21.27528,0.131,0.036,0.957758,0.9918342,1.210907
6.7,1.647222,-25.02194,0.001,0.011,0.788763,0.9938273,1.690417
5.97,1.661333,16.40583,0.077,-0.015,1.372211,0.932602,0.5749471
5.61,1.677722,43.29778,0.127,-0.037,0.9005912,0.994687,1.351465
4.94,1.676333,40.57694,0.013,-0.025,0.7853289,0.9936404,1.702421
5.59,1.705694,68.04306,0.052,-0.009,0.792227,0.9940051,1.678416
6.84,1.646722,-53.43889,-0.027,-0.046,1.004415,0.9881883,1.109282
5.18,1.715528,70.6225,0.077,-0.013,0.8027965,0.9944818,1.64245
6.71,1.700833,61.03833,0.015,-0.007,0.8063781,0.9946213,1.630482
6.37,1.704944,58.62778,0.019,-0.01,0.8099886,0.9947508,1.618527
4.95,1.696444,42.61361,0.809,-0.154,1.093832,0.9784774,0.941588
6.17,1.688444,25.74583,0.118,-0.04,1.004415,0.9881883,1.109282
5.99,1.694222,30.04722,-0.015,-0.006,1.307917,0.9447668,0.6440313
5.87,1.663167,-56.19806,0.31,-0.02,1.24511,0.9558647,0.7193206
5.76,1.663278,-56.19472,0.279,0.02,1.228278,0.9586892,0.7409844
6.34,1.716222,61.42167,0.004,0.011,0.8209915,0.9950778,1.582768
4.44,1.690528,5.4875,-0.021,0.002,1.515027,0.9033968,0.4431943
5.64,1.700972,35.24556,0.049,-0.028,0.792227,0.9940051,1.678416
5.78,1.722139,60.55111,0.008,-0.02,0.8099886,0.9947508,1.618527
5.75,1.69575,-11.32472,0.043,-0.412,1.004415,0.9881883,1.109282
5.24,1.708278,20.26861,-0.296,-0.672,1.211584,0.9614226,0.7631477
6.17,1.690917,-38.13306,0.05,0.052,0.9949045,0.9890186,1.129132
6.34,1.72125,45.32222,0.146,-0.017,1.307917,0.9447668,0.6440313
4.07,1.727667,50.68861,0.026,-0.014,0.8027965,0.9944818,1.64245
5.25,1.702389,-32.32694,-0.065,-0.025,1.331141,0.9404596,0.6182135
5.72,1.700833,-36.8325,-0.028,-0.021,0.8136278,0.9948701,1.606589
6.21,1.738306,57.53639,0.039,-0.04,0.8555,0.9954757,1.476855
4.99,1.712083,-3.690278,-0.007,-0.032,1.526972,0.9008257,0.4334489
6.64,1.69475,-50.03889,-0.023,-0.02,0.8634652,0.9954395,1.45368
6.25,1.746139,57.08917,0.014,-0.004,0.8322476,0.9953098,1.547205
6.34,1.730556,32.19167,-0.022,-0.007,1.302141,0.9458218,0.6506131
6.35,1.740694,46.13972,-0.009,-0.028,1.302141,0.9458218,0.6506131
5.71,1.696667,-60.78944,0.015,-0.041,1.461477,0.9146789,0.4893029
5.52,1.708139,-53.74056,0.171,-0.093,1.048284,0.9838315,1.02296
6.19,1.731889,-4.765556,-0.02,-0.032,1.623231,0.8794511,0.3614414
6.27,1.748833,20.08306,-0.041,-0.109,1.162379,0.969053,0.8327068
3.5,1.734472,-15.9375,-1.718,0.856,1.146286,0.9713996,0.8569388
4.26,1.756556,9.157778,0.073,0.048,1.279166,0.9499515,0.6774598
5.63,1.795778,63.85222,0.582,-0.255,1.195033,0.9640624,0.7858177
5.87,1.632111,-82.975,0.119,0.12,1.088691,0.9791206,0.9503851
5.34,1.766472,-5.733333,-0.007,-0.033,1.611126,0.8821995,0.369895
5.31,1.760778,-25.0525,0.162,-0.057,0.9808048,0.9901694,1.159356
6.55,1.776472,17.41306,0.053,0.011,0.9177461,0.9940347,1.307261
6.33,1.68925,-79.14833,0.052,0.009,1.267758,0.9519608,0.6911988
6.39,1.766944,-27.34917,0.095,-0.052,0.966908,0.9912063,1.190112
6.32,1.796667,46.22972,0.014,-0.056,0.9996489,0.9886097,1.119177
5.49,1.768278,-50.81639,0.034,-0.024,1.659678,0.8710787,0.3369508
5.04,1.768417,-53.52194,0.127,0.056,0.8322476,0.9953098,1.547205
5.94,1.810806,37.95278,0.112,-0.029,1.28489,0.9489328,0.6706696
5.84,1.803028,16.95556,0.053,-0.036,0.8063781,0.9946213,1.630482
5.79,1.811556,32.69028,-0.167,0.298,1.058264,0.9827269,1.004449
6.18,1.788,-41.76,0.024,0.042,1.623231,0.8794511,0.3614414
5.69,1.624444,-84.76972,0.034,0.021,1.267758,0.9519608,0.6911988
5.82,1.821028,47.89694,-0.01,-0.002,0.9352911,0.9931827,1.263889
5.91,1.807222,3.685556,-0.006,0.017,1.28489,0.9489328,0.6706696
6.32,1.796611,-37.15972,0.008,0.011,1.313705,0.943703,0.6375007
5.9,1.849194,51.93333,0.041,-0.12,0.9996489,0.9886097,1.119177
5.86,1.835694,22.27528,-0.017,-0.008,1.156997,0.9698464,0.8407252
4.67,1.826417,-10.68639,-0.146,-0.093,0.9532177,0.9921292,1.221391
6.34,1.822083,-31.07278,0.101,-0.026,1.431855,0.9207385,0.5166105
5.52,1.866472,55.1475,0.014,-0.008,0.7558053,0.9915778,1.810148
5.94,1.847778,11.04333,-0.07,-0.027,0.9397373,0.9929382,1.253181
6.37,1.830222,-38.40389,-0.003,0.233,1.043325,0.9843654,1.032307
5.79,1.869278,50.79278,0.017,-0.026,0.792227,0.9940051,1.678416
6.14,1.838944,-47.81639,0.124,0.051,1.307917,0.9447668,0.6440313
6.26,1.880778,51.47472,-0.011,-0.009,1.302141,0.9458218,0.6506131
3.73,1.857667,-10.335,0.041,-0.039,1.384036,0.9302863,0.5630207
6.45,1.896806,55.59806,0.049,0.001,0.8879863,0.9950467,1.385133
5.94,1.848472,-50.20611,-0.042,-0.003,0.8715355,0.9953564,1.430662
3.38,1.906583,63.67,0.032,-0.021,0.765365,0.9923371,1.774358
5.4,1.888139,40.72972,-0.01,-0.006,1.491187,0.9084697,0.4632215
3.41,1.884694,29.57889,0.011,-0.235,1.028574,0.9858926,1.060716
4.83,1.892167,19.29583,0.078,-0.112,1.302141,0.9458218,0.6506131
4.75,1.892167,19.29361,0.079,-0.104,0.8027965,0.9944818,1.64245
5.8,1.881139,-16.92917,0.042,-0.053,0.9264704,0.9936338,1.285468
4.99,1.933333,68.68528,0.013,-0.011,0.781925,0.9934445,1.714426
4.62,1.892583,3.1875,0.022,0.023,1.267758,0.9519608,0.6911988
6.06,1.79625,-80.17667,-0.074,-0.071,0.957758,0.9918342,1.210907
6.24,1.914944,40.70194,0.047,-0.066,1.449618,0.9171209,0.5000749
6.26,1.915972,37.12833,0.021,-0.01,1.40184,0.9267572,0.5454844
2.64,1.910667,20.80806,0.096,-0.111,0.8674873,0.9954039,1.442151
6.1,1.889778,-38.59472,0.131,0.027,1.372211,0.932602,0.5749471
4.41,1.894111,-46.3025,-0.086,-0.087,1.653589,0.8724872,0.3409441
5.89,1.931778,37.27778,0.004,-0.003,1.677979,0.8668221,0.3251773
5.67,1.935917,37.25167,0.182,0.006,1.336976,0.9393615,0.611885
5.11,1.906111,-42.49694,-0.028,-0.032,0.7957208,0.9941736,1.666419
5.74,1.930833,23.57722,0.009,-0.013,1.414119,0.924301,0.5336135
6.01,1.931611,1.849722,0.158,0.184,1.063285,0.9821562,0.9952854
6.02,1.975917,61.69806,0.014,-0.008,0.8027965,0.9944818,1.64245
6.78,1.965667,41.69444,0.012,-0.014,0.7957208,0.9941736,1.666419
5.1,1.955861,17.8175,0.037,-0.018,1.256405,0.9539321,0.7051516
5.82,1.962167,27.80444,0.026,-0.058,1.659678,0.8710787,0.3369508
4.85,1.9445,-22.52694,0.062,-0.029,1.550918,0.8956152,0.4144755
3.7,1.932639,-51.60889,0.681,0.292,1.217133,0.9605217,0.755704
5.26,1.993889,64.62139,0.033,-0.02,0.8209915,0.9950778,1.582768
5.69,1.976,49.20417,0.01,0.038,1.307917,0.9447668,0.6440313
4.79,1.965472,23.59611,-0.09,-0.013,0.9308688,0.9934145,1.274651
4.69,1.915583,-67.64722,0.074,0.074,1.273455,0.9509609,0.6843027
6.06,1.929556,-60.86139,0.004,0.056,0.9715175,0.9908733,1.179802
6.04,2.049222,77.91639,-0.004,-0.002,1.384036,0.9302863,0.5630207
6.1,1.950028,-51.76611,0.359,0.248,1.023699,0.9863767,1.070307
4.83,1.952778,-47.385,0.103,0.016,1.233874,0.9577577,0.733708
4.54,2.032611,70.90694,-0.067,0.004,0.8797096,0.9952256,1.40781
6.35,1.974083,-33.06667,0.008,-0.02,1.313705,0.943703,0.6375007
5.87,1.99325,21.05833,0.139,-0.022,1.319505,0.9426305,0.6310211
6.09,1.990528,12.29472,0.008,-0.042,0.8921627,0.9949391,1.373863
6.23,2.052917,73.85056,-0.029,-0.005,1.302141,0.9458218,0.6506131
3.98,2.05725,72.42139,-0.045,0.022,0.8136278,0.9948701,1.606589
5.38,2.085389,77.28139,0.125,-0.056,0.9442073,0.9926812,1.242528
5.88,2.002556,3.097222,0.231,-0.251,1.093832,0.9784774,0.941588
5.41,1.996139,-20.82444,0.008,0.019,1.690208,0.8639587,0.3174968
6.37,1.964889,-65.42472,-0.01,-0.013,1.24511,0.9558647,0.7193206
4,2.000083,-21.07778,0.135,-0.024,1.641429,0.8752886,0.3490357
6,2.047972,64.90139,-0.002,-0.015,0.8284677,0.9952433,1.559035
5.51,2.007472,-8.523611,0.096,-0.01,1.611126,0.8821995,0.369895
5.57,1.994111,-42.03056,-0.054,-0.103,1.336976,0.9393615,0.611885
5.58,2.050083,64.39,0.005,-0.005,0.9761498,0.9905277,1.16955
5.04,2.038361,54.4875,0.035,-0.002,0.788763,0.9938273,1.690417
2.86,1.9795,-61.56972,0.264,0.027,0.9308688,0.9934145,1.274651
5.22,2.092,76.115,-0.022,-0.021,1.273455,0.9509609,0.6843027
6.16,1.930694,-78.34833,0.096,0.06,1.004415,0.9881883,1.109282
5.35,2.02075,-30.00167,-0.104,-0.109,1.233874,0.9577577,0.733708
5.23,2.034111,2.763611,0.033,-0.005,1.302141,0.9458218,0.6506131
4.33,2.034111,2.763611,0.033,-0.005,0.8284677,0.9952433,1.559035
6.05,2.157028,81.29583,-0.036,0.006,0.8594694,0.9954634,1.465249
6.52,2.077806,65.10333,0.051,-0.032,0.8172955,0.9949792,1.594669
5.5,2.049444,33.28389,-0.016,-0.013,0.8284677,0.9952433,1.559035
6.1,1.99475,-66.06639,0.032,0.006,1.40184,0.9267572,0.5454844
5.94,2.043111,13.47667,0.016,-0.01,1.653589,0.8724872,0.3409441
5.14,2.028444,-44.71361,-0.028,-0.053,1.59301,0.8862817,0.3828574
2.26,2.065,42.32972,0.045,-0.052,1.520997,0.9021141,0.4382997
4.84,2.065194,42.33083,0.037,-0.055,0.8284677,0.9952433,1.559035
5.63,2.060917,25.93556,0.134,0.022,1.053264,0.9832854,1.013674
6.42,2.041139,-29.665,-0.033,0.027,0.8715355,0.9953564,1.430662
5.43,2.05325,0.1283333,0.079,0.017,0.8756096,0.995297,1.419215
5.86,2.049611,-15.30583,0.028,0.011,1.290627,0.9479049,0.663932
6.21,2.061833,18.25333,-0.007,-0.018,1.550918,0.8956152,0.4144755
5.93,2.063389,-0.3402778,0.079,-0.046,1.233874,0.9577577,0.733708
5.62,2.06125,-4.103611,0.006,-0.068,1.653589,0.8724872,0.3409441
4.69,2.074833,-29.29694,0.012,0.008,0.75896,0.9918383,1.798239
5.03,2.109417,22.64833,0.018,-0.035,0.8594694,0.9954634,1.465249
6.31,2.103417,8.2475,-0.005,-0.036,1.690208,0.8639587,0.3174968
6.15,2.113667,25.70472,0.017,-0.011,0.8063781,0.9946213,1.630482
6.28,2.108139,0.035,0.064,-0.01,1.24511,0.9558647,0.7193206
2,2.119556,23.4625,0.19,-0.148,1.389962,0.9291172,0.5571284
5.67,2.144583,58.42361,-0.011,0.003,1.088691,0.9791206,0.9503851
6.42,2.142667,44.45944,0.016,-0.051,1.302141,0.9458218,0.6506131
4.82,2.141472,37.85917,0.157,-0.044,0.8634652,0.9954395,1.45368
6.31,2.168833,53.84306,0.027,-0.043,1.273455,0.9509609,0.6843027
3,2.159056,34.98722,0.15,-0.04,0.8715355,0.9953564,1.430662
4.98,2.157028,25.93972,0.075,-0.039,0.9532177,0.9921292,1.221391
6.43,2.156417,17.22444,0.142,-0.181,1.302141,0.9458218,0.6506131
6.1,2.146028,-17.77944,-0.002,-0.032,1.665772,0.869665,0.3329922
6.29,2.222556,74.02778,0.048,-0.037,1.250751,0.9549033,0.7122089
6.36,2.191389,57.64583,-0.013,0.005,0.9532177,0.9921292,1.221391
5.63,2.181333,39.03944,-0.015,-0.018,0.8099886,0.9947508,1.618527
6.1,2.181583,39.04306,-0.009,-0.026,0.792227,0.9940051,1.678416
6.48,2.159667,-24.34583,-0.027,-0.044,0.9352911,0.9931827,1.263889
5.7,2.177111,19.50028,0.088,-0.028,1.690208,0.8639587,0.3174968
5.85,2.152583,-43.51667,-0.048,-0.053,1.414119,0.924301,0.5336135
6.02,2.186667,25.93694,-0.007,-0.01,1.515027,0.9033968,0.4431943
6.23,2.190278,31.52639,0.035,-0.013,0.8594694,0.9954634,1.465249
5.63,2.189194,8.569722,-0.139,-0.112,1.063285,0.9821562,0.9952854
6.32,2.168028,-43.81556,0.059,-0.009,1.24511,0.9558647,0.7193206
6.12,2.173778,-50.82444,2.119,0.641,1.200534,0.963193,0.7782043
6.01,2.1895,-10.05222,-0.022,-0.166,0.9808048,0.9901694,1.159356
5.93,2.193278,-1.825278,-0.008,-0.031,1.28489,0.9489328,0.6706696
6.07,2.241417,66.52444,-0.006,-0.006,1.098992,0.9778222,0.9328517
6.44,2.228194,58.56111,-0.012,0.02,1.08357,0.9797518,0.959243
4.94,2.206194,30.30306,-0.064,-0.063,1.17863,0.9666066,0.8090019
4.83,2.220361,44.23167,-0.02,-0.016,1.586981,0.8876316,0.387255
5.96,2.210417,24.16778,0.041,-0.006,1.520997,0.9021141,0.4382997
5.31,2.22675,51.06583,0.346,-0.171,1.262074,0.9529513,0.6981484
5.27,2.213361,21.21083,0.161,0.003,0.9996489,0.9886097,1.119177
6.06,2.234056,47.48417,-0.063,-0.059,0.9854823,0.9897984,1.149222
5.71,2.217583,15.27972,0.097,-0.023,1.629291,0.8780689,0.3572699
4.37,2.216667,8.846667,-0.022,-0.009,1.239485,0.9568162,0.7264869
5.54,2.213194,-2.393611,0.37,-0.069,1.068326,0.9815733,0.9861831
5.86,2.216917,-21.00028,0.05,0.035,1.307917,0.9447668,0.6440313
5.28,2.215139,-30.72389,0.018,0.006,0.8099886,0.9947508,1.618527
6.33,2.266083,47.81139,0.062,-0.071,1.302141,0.9458218,0.6506131
6.48,2.281028,57.05528,0.001,-0.002,0.9308688,0.9934145,1.274651
5.28,2.265611,33.35889,-0.017,-0.038,0.8136278,0.9948701,1.606589
5.79,2.262778,25.78306,0.176,-0.063,1.004415,0.9881883,1.109282
5.58,2.261889,25.04306,-0.088,-0.087,1.028574,0.9858926,1.060716
6.55,2.257861,-9.465556,-0.003,0.031,0.8099886,0.9947508,1.618527
5.91,2.242222,-41.16667,-0.013,-0.028,1.28489,0.9489328,0.6706696
4.87,2.284222,34.22417,1.154,-0.245,1.088691,0.9791206,0.9503851
5.75,2.299972,57.89972,0.063,0.005,1.40184,0.9267572,0.5454844
5.98,2.30125,57.51667,-0.019,0.006,1.331141,0.9404596,0.6182135
6.7,2.292611,44.30694,0.041,0.083,1.302141,0.9458218,0.6506131
4.01,2.288583,33.84722,0.047,-0.051,0.8247156,0.9951659,1.57089
6.55,2.286222,23.76778,-0.033,-0.039,1.313705,0.943703,0.6375007
5.51,2.283056,-6.422222,0.093,-0.108,1.279166,0.9499515,0.6774598
5.55,2.237417,-67.84167,0.037,0.037,1.629291,0.8780689,0.3572699
6.6,2.336917,64.33722,-0.019,0.018,0.8063781,0.9946213,1.630482
5.62,2.302083,19.90111,-0.013,-0.002,0.8209915,0.9950778,1.582768
5.3,2.321333,47.38,-0.059,-0.008,0.8136278,0.9948701,1.606589
6.21,2.319694,46.4725,-0.014,-0.009,1.302141,0.9458218,0.6506131
5.58,2.300389,1.757778,0.368,0.369,1.08357,0.9797518,0.959243
6.37,2.322972,48.95528,-0.093,0.068,1.302141,0.9458218,0.6506131
3.56,2.275167,-51.51222,0.096,-0.027,0.7752084,0.9930265,1.738424
5.03,2.315833,28.6425,0.011,-0.006,0.8322476,0.9953098,1.547205
6.46,2.316111,23.16778,0,-0.005,0.957758,0.9918342,1.210907
6.63,2.327028,39.835,0.033,-0.01,0.7853289,0.9936404,1.702421
5.69,2.257917,-67.74639,0.035,-0.016,1.479292,0.9109711,0.4735113
6.11,2.344833,47.31083,0.007,-0.007,0.788763,0.9938273,1.690417
6.47,2.334556,30.18833,0.016,-0.023,1.302141,0.9458218,0.6506131
3.04,2.322417,-2.9775,-0.008,-0.237,1.550918,0.8956152,0.4144755
5.59,2.3495,50.15139,0.034,-0.027,0.7718961,0.9928048,1.750413
6.34,2.31625,-25.94556,-0.214,0.448,1.151633,0.9706286,0.8488025
6.5,2.328,-4.345556,0.041,0.005,0.8476411,0.9954656,1.500175
5.17,2.372611,55.84556,-0.002,-0.002,0.9715175,0.9908733,1.179802
6.37,2.323528,-41.84833,0.009,0.023,1.395897,0.9279408,0.5512831
5.82,2.380639,41.39639,-0.077,-0.096,0.9264704,0.9936338,1.285468
5.81,2.33175,-55.94472,0.026,0.02,1.629291,0.8780689,0.3572699
5.28,2.365722,0.3958333,-0.013,-0.007,1.690208,0.8639587,0.3174968
6.28,2.397722,55.36444,0.006,-0.024,1.222698,0.9596106,0.7483163
